probIn scale
0.3759419 5.535166e-06
0.3757289 5.525188e-06
0.3795163 5.48687e-06
0.3783125 5.501071e-06
0.3793649 5.459737e-06
0.3776576 5.445785e-06
0.378306 5.407967e-06
0.3819097 5.431218e-06
0.3791017 5.48006e-06
0.3783172 5.496178e-06
0.3852534 5.515982e-06
0.3887769 5.476882e-06
0.3889344 5.500401e-06
0.3923861 5.506364e-06
0.3939433 5.497718e-06
0.392843 5.518816e-06
0.3942359 5.553445e-06
0.3994882 5.523846e-06
0.4027872 5.520694e-06
0.4030043 5.510955e-06
0.4025443 5.53073e-06
0.4023971 5.524088e-06
0.4035976 5.512535e-06
0.3998875 5.495052e-06
0.4009349 5.460847e-06
0.4018224 5.454376e-06
0.4003424 5.425161e-06
0.3989253 5.437981e-06
0.3981588 5.483679e-06
0.402586 5.480396e-06
0.4054387 5.470698e-06
0.4101432 5.477095e-06
0.4111775 5.504393e-06
0.4127545 5.488058e-06
0.4105772 5.452806e-06
0.4110488 5.431281e-06
0.4142537 5.382872e-06
0.4167882 5.374979e-06
0.4201316 5.345552e-06
0.4241045 5.35389e-06
0.4198488 5.3293e-06
0.421251 5.320418e-06
0.4186866 5.308902e-06
0.4176721 5.285615e-06
0.4182033 5.269477e-06
0.4154838 5.271972e-06
0.4167494 5.275974e-06
0.4151637 5.289673e-06
0.4159659 5.310345e-06
0.4170989 5.327899e-06
0.4192026 5.366697e-06
0.4160946 5.369051e-06
0.4186373 5.345742e-06
0.4178883 5.353723e-06
0.4165439 5.353087e-06
0.416751 5.393708e-06
0.4177257 5.388746e-06
0.4174072 5.401316e-06
0.4157013 5.410713e-06
0.4209754 5.423972e-06
0.4242325 5.401109e-06
0.4238453 5.386031e-06
0.4238899 5.402564e-06
0.4239335 5.383893e-06
0.4252824 5.349149e-06
0.4244298 5.360971e-06
0.4269098 5.358095e-06
0.4328205 5.367139e-06
0.4342249 5.391112e-06
0.4356129 5.376041e-06
0.4389547 5.385143e-06
0.4437545 5.384164e-06
0.4409931 5.381745e-06
0.4376611 5.348326e-06
0.4381473 5.339039e-06
0.4384278 5.349112e-06
0.4414735 5.332698e-06
0.4423327 5.329777e-06
0.4417667 5.370707e-06
0.4431306 5.346888e-06
0.441744 5.346787e-06
0.4384734 5.345298e-06
0.4378425 5.379516e-06
0.4370306 5.359625e-06
0.4401036 5.389666e-06
0.4449629 5.407725e-06
0.4501691 5.384862e-06
0.4538194 5.364635e-06
0.4536491 5.40476e-06
0.4570863 5.38883e-06
0.4631772 5.349566e-06
0.465031 5.327711e-06
0.4672654 5.335542e-06
0.4661893 5.368388e-06
0.4687309 5.362152e-06
0.4671633 5.398774e-06
0.4653348 5.407945e-06
0.4653697 5.387909e-06
0.4643552 5.402928e-06
0.4655364 5.413339e-06
0.4682368 5.426263e-06
0.4670309 5.43426e-06
0.4650859 5.453667e-06
0.4640973 5.460858e-06
0.4651386 5.448524e-06
0.467386 5.451387e-06
0.4686492 5.438893e-06
0.4681251 5.453857e-06
0.4692924 5.470457e-06
0.4689806 5.477476e-06
0.4703119 5.44544e-06
0.4714744 5.456648e-06
0.4740511 5.464751e-06
0.4663915 5.473408e-06
0.4671625 5.455717e-06
0.4654324 5.489245e-06
0.4651979 5.481201e-06
0.4659896 5.471758e-06
0.4641071 5.494832e-06
0.4595301 5.472874e-06
0.4569696 5.485755e-06
0.4552955 5.464562e-06
0.458573 5.447033e-06
0.4568537 5.474033e-06
0.4596428 5.511992e-06
0.4610699 5.516131e-06
0.4620637 5.519328e-06
0.4646243 5.501741e-06
0.4666795 5.521352e-06
0.4623406 5.530488e-06
0.4657401 5.510682e-06
0.4704901 5.506215e-06
0.4737279 5.515347e-06
0.4711435 5.497339e-06
0.4693459 5.516703e-06
0.4704883 5.516524e-06
0.4697802 5.519072e-06
0.4666379 5.504249e-06
0.472056 5.501708e-06
0.4713318 5.500326e-06
0.4709529 5.521909e-06
0.4694127 5.493198e-06
0.4701617 5.50532e-06
0.4688149 5.529971e-06
0.4663507 5.501557e-06
0.4643878 5.496323e-06
0.4661607 5.491239e-06
0.4673746 5.461127e-06
0.4680892 5.513043e-06
0.4724031 5.508124e-06
0.4725905 5.543366e-06
0.4748129 5.519158e-06
0.4749182 5.468665e-06
0.4774089 5.478323e-06
0.4759182 5.497063e-06
0.4783739 5.482882e-06
0.480685 5.541008e-06
0.4828424 5.556996e-06
0.4813582 5.564455e-06
0.4831498 5.566016e-06
0.4861739 5.551014e-06
0.4878638 5.575277e-06
0.4795525 5.565388e-06
0.4853678 5.59824e-06
0.4832753 5.600489e-06
0.4834174 5.631848e-06
0.4799722 5.599783e-06
0.4811463 5.562838e-06
0.476918 5.563592e-06
0.4765102 5.565274e-06
0.4736671 5.580763e-06
0.4750708 5.589527e-06
0.4766764 5.611451e-06
0.4754386 5.58632e-06
0.4724143 5.547579e-06
0.4727891 5.556864e-06
0.4716697 5.564525e-06
0.4748798 5.566737e-06
0.4727881 5.537298e-06
0.472665 5.52838e-06
0.4702328 5.533515e-06
0.4663813 5.533077e-06
0.4709524 5.556161e-06
0.4757712 5.562813e-06
0.4762222 5.59583e-06
0.4729134 5.598682e-06
0.4741945 5.589179e-06
0.4738653 5.604282e-06
0.473345 5.617918e-06
0.4710496 5.683198e-06
0.4735526 5.651022e-06
0.4749402 5.655986e-06
0.4733681 5.636593e-06
0.4714206 5.646587e-06
0.4695264 5.656482e-06
0.4691784 5.662646e-06
0.470916 5.66935e-06
0.4701061 5.658623e-06
0.468635 5.67982e-06
0.4657894 5.677012e-06
0.4683139 5.702743e-06
0.4665553 5.714721e-06
0.4664401 5.697109e-06
0.4717377 5.686186e-06
0.4704636 5.68409e-06
0.4709958 5.692188e-06
0.4709519 5.688071e-06
0.4697437 5.665662e-06
0.4679704 5.661527e-06
0.468843 5.64753e-06
0.4709879 5.649825e-06
0.4707933 5.644563e-06
0.469676 5.664344e-06
0.4732836 5.689793e-06
0.4741538 5.689286e-06
0.4729519 5.65971e-06
0.4773097 5.675656e-06
0.4823798 5.66302e-06
0.4810124 5.679332e-06
0.4790376 5.688409e-06
0.4793959 5.663984e-06
0.4814367 5.64958e-06
0.4788948 5.650844e-06
0.479916 5.603927e-06
0.4810673 5.582789e-06
0.4835164 5.578503e-06
0.4845393 5.579121e-06
0.4820626 5.566561e-06
0.4808379 5.58879e-06
0.481124 5.606744e-06
0.4846793 5.61887e-06
0.4816113 5.583538e-06
0.482155 5.571125e-06
0.4803373 5.601265e-06
0.4769646 5.609534e-06
0.4798619 5.598444e-06
0.4814656 5.581201e-06
0.4829943 5.563048e-06
0.4822871 5.52452e-06
0.4829746 5.518788e-06
0.4803941 5.523547e-06
0.4793925 5.536949e-06
0.4808745 5.567912e-06
0.4788353 5.540043e-06
0.4742467 5.524595e-06
0.4755276 5.532719e-06
0.4737411 5.53731e-06
0.469195 5.52875e-06
0.4625124 5.521092e-06
0.462944 5.519143e-06
0.4673954 5.527401e-06
0.4742907 5.53396e-06
0.4765465 5.546811e-06
0.4782597 5.53805e-06
0.4766396 5.519324e-06
0.4754171 5.514629e-06
0.47245 5.529058e-06
0.4712072 5.566243e-06
0.4715486 5.555199e-06
0.471253 5.587405e-06
0.4727179 5.563432e-06
0.4781669 5.526114e-06
0.4835123 5.559888e-06
0.4816352 5.552418e-06
0.4798936 5.594217e-06
0.4782273 5.567764e-06
0.4805139 5.587682e-06
0.4817499 5.577017e-06
0.4772607 5.609157e-06
0.4823762 5.571794e-06
0.4825029 5.615446e-06
0.4857959 5.659704e-06
0.4875653 5.683751e-06
0.4895711 5.672304e-06
0.4901948 5.677284e-06
0.4994706 5.713153e-06
0.503432 5.7305e-06
0.5021963 5.75623e-06
0.5026283 5.736343e-06
0.5012582 5.755363e-06
0.5038866 5.757025e-06
0.5055456 5.732741e-06
0.5051663 5.696732e-06
0.503689 5.718713e-06
0.4976079 5.727564e-06
0.4995843 5.707228e-06
0.4965712 5.697607e-06
0.4959435 5.657413e-06
0.4937779 5.666485e-06
0.49475 5.675388e-06
0.4957531 5.692424e-06
0.4967845 5.700184e-06
0.4964251 5.688986e-06
0.4942427 5.670348e-06
0.4881719 5.645767e-06
0.4855234 5.654622e-06
0.4874002 5.617119e-06
0.4907922 5.613093e-06
0.4890859 5.579267e-06
0.4946765 5.606206e-06
0.4960879 5.599406e-06
0.495509 5.588438e-06
0.4933247 5.61566e-06
0.4995707 5.599265e-06
0.498337 5.592788e-06
0.4923135 5.595227e-06
0.4851267 5.592768e-06
0.4880688 5.584897e-06
0.4919691 5.595897e-06
0.4908316 5.593926e-06
0.4881793 5.592962e-06
0.4871954 5.583472e-06
0.4858035 5.595021e-06
0.4846452 5.590251e-06
0.4876281 5.622897e-06
0.4865368 5.612097e-06
0.4887451 5.59783e-06
0.486317 5.585765e-06
0.4784472 5.554614e-06
0.4760936 5.556742e-06
0.4718867 5.537926e-06
0.4694918 5.506569e-06
0.4702599 5.492901e-06
0.4717273 5.475647e-06
0.4721057 5.445941e-06
0.4738174 5.442127e-06
0.4712872 5.420407e-06
0.4668911 5.454646e-06
0.4685853 5.48666e-06
0.4717781 5.481025e-06
0.4740259 5.465991e-06
0.4716079 5.461509e-06
0.4723318 5.483867e-06
0.4777389 5.472538e-06
0.4802403 5.468531e-06
0.4816834 5.488237e-06
0.4839584 5.50603e-06
0.4749492 5.514753e-06
0.4749733 5.501205e-06
0.4734639 5.500917e-06
0.4756268 5.473031e-06
0.4770854 5.485213e-06
0.4722735 5.503096e-06
0.4700384 5.532783e-06
0.4684903 5.522055e-06
0.4702565 5.524308e-06
0.4665141 5.517284e-06
0.4673143 5.550969e-06
0.4681798 5.528228e-06
0.4766367 5.53247e-06
0.4784648 5.588182e-06
0.483822 5.582784e-06
0.4864972 5.581474e-06
0.4859896 5.571409e-06
0.4821888 5.581857e-06
0.4865868 5.581172e-06
0.4861051 5.565229e-06
0.4850214 5.531914e-06
0.4865393 5.522902e-06
0.4834165 5.54185e-06
0.4809567 5.554125e-06
0.4759639 5.539404e-06
0.4741228 5.53007e-06
0.4686881 5.543682e-06
0.4707322 5.500889e-06
0.473934 5.481467e-06
0.4738628 5.461838e-06
0.474263 5.452567e-06
0.4761272 5.445793e-06
0.4747581 5.444321e-06
0.471784 5.448802e-06
0.4703779 5.470758e-06
0.468485 5.460444e-06
0.4614681 5.468886e-06
0.4632124 5.491176e-06
0.4613487 5.481283e-06
0.4645657 5.511241e-06
0.461773 5.516485e-06
0.4605139 5.514979e-06
0.4628472 5.481015e-06
0.4666134 5.496288e-06
0.4642162 5.482486e-06
0.4658174 5.478769e-06
0.4681911 5.481563e-06
0.469072 5.505408e-06
0.4713894 5.531779e-06
0.4706593 5.520123e-06
0.46672 5.516193e-06
0.4692903 5.525224e-06
0.4702546 5.509958e-06
0.4710959 5.508301e-06
0.4742699 5.497194e-06
0.4735082 5.502728e-06
0.47438 5.494893e-06
0.4772483 5.503508e-06
0.4746535 5.487511e-06
0.4732178 5.500452e-06
0.4714166 5.481458e-06
0.4721167 5.495856e-06
0.4740543 5.506947e-06
0.4719837 5.506594e-06
0.4703542 5.463122e-06
0.4742435 5.447365e-06
0.4763961 5.446296e-06
0.4736072 5.4251e-06
0.4773233 5.441593e-06
0.4803502 5.448123e-06
0.4757357 5.428529e-06
0.4729343 5.435204e-06
0.4774072 5.449754e-06
0.4794699 5.445303e-06
0.4762931 5.427897e-06
0.4757051 5.42935e-06
0.4732361 5.418258e-06
0.478908 5.467074e-06
0.4784774 5.465785e-06
0.4787185 5.47344e-06
0.4725712 5.413372e-06
0.4687243 5.431544e-06
0.469144 5.472744e-06
0.468155 5.445061e-06
0.4727496 5.436667e-06
0.4707713 5.421931e-06
0.4740596 5.432484e-06
0.4740002 5.444728e-06
0.4727013 5.443538e-06
0.4795547 5.44948e-06
0.4828158 5.441567e-06
0.4821008 5.435594e-06
0.4791958 5.434527e-06
0.4808945 5.421435e-06
0.4851819 5.44496e-06
0.4825651 5.453295e-06
0.4814295 5.493612e-06
0.4798191 5.505943e-06
0.4819407 5.519861e-06
0.4768331 5.498452e-06
0.4781519 5.495406e-06
0.4759695 5.545446e-06
0.4785471 5.544065e-06
0.4799227 5.512533e-06
0.4770491 5.487788e-06
0.4748013 5.477534e-06
0.4748619 5.479473e-06
0.4798406 5.489868e-06
0.480178 5.508473e-06
0.4807095 5.499504e-06
0.4787886 5.514566e-06
0.4785747 5.484798e-06
0.4806405 5.489556e-06
0.4761407 5.489685e-06
0.4748274 5.485661e-06
0.4750321 5.476441e-06
0.4747766 5.519851e-06
0.4780507 5.519095e-06
0.4805845 5.475553e-06
0.4798048 5.506346e-06
0.4758592 5.544319e-06
0.4765686 5.563615e-06
0.4756204 5.559239e-06
0.4750121 5.54796e-06
0.4751314 5.540344e-06
0.472127 5.51125e-06
0.4673916 5.517634e-06
0.4704661 5.556535e-06
0.4704111 5.58335e-06
0.4715716 5.562549e-06
0.4701312 5.552553e-06
0.4717825 5.578572e-06
0.4688801 5.576525e-06
0.4686376 5.559461e-06
0.4662298 5.580413e-06
0.468713 5.566628e-06
0.4685997 5.564311e-06
0.4684897 5.570711e-06
0.4726333 5.576082e-06
0.4721742 5.538145e-06
0.4740305 5.516939e-06
0.4756386 5.512635e-06
0.4751713 5.502369e-06
0.4773765 5.522262e-06
0.482781 5.499321e-06
0.4851655 5.515268e-06
0.487488 5.521692e-06
0.4887266 5.546361e-06
0.4849989 5.553348e-06
0.4867745 5.565081e-06
0.4890804 5.558086e-06
0.4903628 5.5499e-06
0.490421 5.49523e-06
0.4901206 5.495411e-06
0.4850483 5.508248e-06
0.4845678 5.518403e-06
0.4846069 5.529154e-06
0.4829824 5.529319e-06
0.4863135 5.567561e-06
0.4855003 5.54698e-06
0.4816432 5.546248e-06
0.4820565 5.51491e-06
0.4805242 5.510155e-06
0.4814676 5.520472e-06
0.4810429 5.541871e-06
0.4859669 5.574118e-06
0.4845101 5.56922e-06
0.4881534 5.552979e-06
0.487438 5.556137e-06
0.4892678 5.55505e-06
0.4881687 5.558283e-06
0.4900951 5.533994e-06
0.4887262 5.534374e-06
0.4854102 5.55936e-06
0.4882922 5.585976e-06
0.4893949 5.573586e-06
0.4899963 5.550981e-06
0.4905147 5.528837e-06
0.4905325 5.52209e-06
0.4886535 5.516249e-06
0.4915362 5.513037e-06
0.4843067 5.516782e-06
0.4812211 5.487651e-06
0.4836737 5.519698e-06
0.4889279 5.497525e-06
0.490094 5.475996e-06
0.4870185 5.497288e-06
0.4905921 5.476847e-06
0.494637 5.463192e-06
0.4893757 5.507721e-06
0.4898054 5.467089e-06
0.4924351 5.469014e-06
0.4908386 5.445672e-06
0.4915987 5.445006e-06
0.4949358 5.450867e-06
0.4970876 5.46412e-06
0.4942714 5.450657e-06
0.4888099 5.46608e-06
0.489119 5.490151e-06
0.488898 5.500912e-06
0.4887485 5.513819e-06
0.492332 5.525916e-06
0.4913388 5.531603e-06
0.4890756 5.549066e-06
0.4880852 5.535298e-06
0.4900744 5.561309e-06
0.4865447 5.540915e-06
0.4911063 5.523759e-06
0.4946635 5.53697e-06
0.4964117 5.557292e-06
0.492231 5.551095e-06
0.490461 5.526202e-06
0.4842238 5.54262e-06
0.4886769 5.525632e-06
0.4860829 5.480534e-06
0.486784 5.48628e-06
0.4890834 5.495368e-06
0.4873939 5.455079e-06
0.4879779 5.475037e-06
0.4877212 5.46672e-06
0.4897165 5.448136e-06
0.4920242 5.482261e-06
0.494437 5.504489e-06
0.4965651 5.494649e-06
0.4946843 5.459724e-06
0.5001976 5.462428e-06
0.5004982 5.441544e-06
0.5034652 5.42024e-06
0.4987212 5.392415e-06
0.5025353 5.408537e-06
0.5035801 5.423002e-06
0.5026437 5.40745e-06
0.5004656 5.409084e-06
0.5034727 5.393293e-06
0.5087689 5.380954e-06
0.5120164 5.388879e-06
0.5101569 5.400207e-06
0.5099067 5.407701e-06
0.5067644 5.384492e-06
0.5067896 5.375285e-06
0.5033048 5.388253e-06
0.5019084 5.374622e-06
0.5014954 5.41847e-06
0.5027426 5.389495e-06
0.5051862 5.437844e-06
0.5031605 5.416517e-06
0.5062106 5.420803e-06
0.511145 5.405125e-06
0.5071406 5.427182e-06
0.5098591 5.431424e-06
0.5080865 5.418271e-06
0.5092393 5.447244e-06
0.5093554 5.441778e-06
0.5064404 5.444774e-06
0.506641 5.436177e-06
0.5038531 5.423554e-06
0.5032155 5.425883e-06
0.5061179 5.420393e-06
0.5075923 5.402913e-06
0.5042816 5.405865e-06
0.5055428 5.397282e-06
0.5000129 5.372614e-06
0.5027819 5.398601e-06
0.5046056 5.414983e-06
0.5032115 5.431549e-06
0.5071282 5.420164e-06
0.5103425 5.403699e-06
0.5070355 5.397009e-06
0.5085142 5.369336e-06
0.5067505 5.35566e-06
0.5060379 5.337977e-06
0.502387 5.344496e-06
0.5055367 5.331162e-06
0.5094314 5.324572e-06
0.509227 5.338911e-06
0.5133135 5.326428e-06
0.5164033 5.339981e-06
0.5139716 5.349923e-06
0.5111114 5.311563e-06
0.5170418 5.296052e-06
0.5211644 5.31901e-06
0.523865 5.302654e-06
0.5224707 5.306264e-06
0.5242792 5.338472e-06
0.5238986 5.350729e-06
0.5240064 5.340457e-06
0.5274146 5.372226e-06
0.5261876 5.397637e-06
0.5323857 5.405438e-06
0.527997 5.353662e-06
0.5228768 5.322578e-06
0.5187195 5.329605e-06
0.5201824 5.317271e-06
0.5197444 5.328606e-06
0.5186526 5.340649e-06
0.522509 5.335e-06
0.5244612 5.336712e-06
0.5248384 5.332616e-06
0.5284103 5.363734e-06
0.5286819 5.36556e-06
0.5261189 5.357723e-06
0.5294033 5.353977e-06
0.5253152 5.34335e-06
0.5285521 5.335274e-06
0.5259421 5.30753e-06
0.5266001 5.300731e-06
0.5275968 5.274701e-06
0.5288557 5.240183e-06
0.5285815 5.235259e-06
0.5286144 5.204332e-06
0.530287 5.194126e-06
0.5344558 5.182132e-06
0.5382908 5.20725e-06
0.5422146 5.214985e-06
0.5380568 5.217811e-06
0.5319798 5.215763e-06
0.5324307 5.216443e-06
0.5350873 5.197875e-06
0.5360115 5.196154e-06
0.5316546 5.181966e-06
0.535396 5.194599e-06
0.5347458 5.198212e-06
0.5312721 5.219638e-06
0.5353358 5.210442e-06
0.534069 5.18283e-06
0.5272781 5.148591e-06
0.525344 5.155552e-06
0.5215237 5.155069e-06
0.5219044 5.137717e-06
0.5165167 5.128433e-06
0.5155781 5.107674e-06
0.5185158 5.119289e-06
0.5177809 5.133706e-06
0.5195056 5.14593e-06
0.5198324 5.159037e-06
0.5162439 5.167834e-06
0.5190709 5.155364e-06
0.5212831 5.1354e-06
0.5261946 5.153833e-06
0.5279949 5.171816e-06
0.5297067 5.174829e-06
0.5240726 5.214542e-06
0.519134 5.214825e-06
0.5174517 5.200005e-06
0.5178859 5.188572e-06
0.5194013 5.197537e-06
0.5191046 5.168727e-06
0.521992 5.172922e-06
0.5184583 5.171505e-06
0.5179848 5.123076e-06
0.5204223 5.159412e-06
0.5206962 5.190367e-06
0.5252356 5.161465e-06
0.5267211 5.123653e-06
0.5327642 5.152284e-06
0.5331135 5.151763e-06
0.5364293 5.187463e-06
0.5311541 5.183843e-06
0.5257947 5.189125e-06
0.5246013 5.181444e-06
0.5277848 5.167099e-06
0.5265206 5.209002e-06
0.5270503 5.213762e-06
0.5268066 5.198064e-06
0.5283693 5.189473e-06
0.5323465 5.174203e-06
0.530707 5.169154e-06
0.5281538 5.144046e-06
0.5315913 5.122624e-06
0.5362303 5.100883e-06
0.5304067 5.085884e-06
0.529532 5.096326e-06
0.5267349 5.1027e-06
0.5284572 5.083007e-06
0.5271335 5.10469e-06
0.5301142 5.098518e-06
0.5302469 5.097748e-06
0.5256119 5.072452e-06
0.5285849 5.058291e-06
0.5310478 5.061844e-06
0.5330486 5.069729e-06
0.5307159 5.012473e-06
0.5265 5.01873e-06
0.5283911 5.040457e-06
0.5280362 5.04951e-06
0.530478 5.046116e-06
0.5318934 5.052327e-06
0.5291664 5.078279e-06
0.5296983 5.061917e-06
0.5252162 5.067258e-06
0.5276192 5.053771e-06
0.5307417 5.06452e-06
0.5239053 5.078246e-06
0.5222881 5.068036e-06
0.5238506 5.044553e-06
0.5236875 5.051495e-06
0.5255853 5.075156e-06
0.5206728 5.082766e-06
0.5180197 5.090227e-06
0.5192992 5.082347e-06
0.5169714 5.114757e-06
0.5176253 5.13495e-06
0.5147336 5.118852e-06
0.5128499 5.105169e-06
0.5123974 5.077865e-06
0.510891 5.113169e-06
0.51043 5.133853e-06
0.5093528 5.13604e-06
0.5173901 5.100981e-06
0.5179536 5.115373e-06
0.5186177 5.138405e-06
0.5166371 5.1171e-06
0.5165361 5.107627e-06
0.5137524 5.095272e-06
0.5162957 5.136434e-06
0.5176898 5.139785e-06
0.5198123 5.144137e-06
0.5156063 5.143386e-06
0.5148746 5.126019e-06
0.51233 5.113371e-06
0.5104178 5.133477e-06
0.5110584 5.148641e-06
0.5101328 5.170841e-06
0.5086704 5.16447e-06
0.5095797 5.169994e-06
0.5059018 5.165447e-06
0.5055163 5.163256e-06
0.5036414 5.170878e-06
0.5079022 5.177687e-06
0.5062333 5.171513e-06
0.5071657 5.194947e-06
0.5122141 5.213617e-06
0.5152577 5.200767e-06
0.5150014 5.191336e-06
0.5173143 5.182102e-06
0.518236 5.190825e-06
0.518461 5.168995e-06
0.5192478 5.149996e-06
0.5229265 5.185681e-06
0.5226963 5.195504e-06
0.5240692 5.180023e-06
0.5227992 5.21595e-06
0.5266113 5.243781e-06
0.525017 5.287912e-06
0.5282034 5.292429e-06
0.5281415 5.285409e-06
0.5266694 5.29235e-06
0.5246669 5.26877e-06
0.5247168 5.246329e-06
0.5272074 5.22663e-06
0.5300861 5.218205e-06
0.5284771 5.239402e-06
0.5299139 5.230018e-06
0.531977 5.231852e-06
0.5263797 5.213049e-06
0.5228825 5.221499e-06
0.5277396 5.222898e-06
0.5270098 5.233963e-06
0.5250672 5.243587e-06
0.5252917 5.25568e-06
0.5282611 5.250208e-06
0.5274187 5.26433e-06
0.5317005 5.256638e-06
0.5245847 5.243074e-06
0.5236461 5.253352e-06
0.522198 5.289078e-06
0.5183821 5.295493e-06
0.5185926 5.302218e-06
0.5198202 5.308731e-06
0.5164916 5.319466e-06
0.5201301 5.303223e-06
0.5256115 5.26948e-06
0.5241753 5.226307e-06
0.5227245 5.215265e-06
0.5249204 5.208975e-06
0.5254391 5.200361e-06
0.5242453 5.172978e-06
0.5251944 5.178494e-06
0.5228108 5.196162e-06
0.5235404 5.186898e-06
0.5279202 5.18828e-06
0.5289847 5.180978e-06
0.5297396 5.196068e-06
0.5256212 5.223021e-06
0.5209355 5.210178e-06
0.5202287 5.193383e-06
0.5169258 5.213061e-06
0.5162499 5.234275e-06
0.5188523 5.219796e-06
0.5169148 5.20924e-06
0.5196007 5.209526e-06
0.5169005 5.213855e-06
0.5206359 5.231092e-06
0.5181315 5.229071e-06
0.5147916 5.240494e-06
0.5131465 5.266746e-06
0.5130039 5.257358e-06
0.5165744 5.26181e-06
0.5154437 5.263047e-06
0.5192349 5.237747e-06
0.5223504 5.253891e-06
0.5273255 5.271724e-06
0.524412 5.251414e-06
0.5304875 5.22086e-06
0.5320762 5.234086e-06
0.5337144 5.239317e-06
0.5325461 5.204791e-06
0.5394136 5.183707e-06
0.5400224 5.216536e-06
0.5347755 5.204604e-06
0.5325635 5.20611e-06
0.5306598 5.202163e-06
0.5303532 5.205735e-06
0.5280114 5.226852e-06
0.5284302 5.236445e-06
0.5296858 5.215007e-06
0.5298522 5.201624e-06
0.532886 5.188322e-06
0.5305376 5.181211e-06
0.5282385 5.173873e-06
0.5334563 5.152635e-06
0.5361691 5.155211e-06
0.5317172 5.172736e-06
0.5380076 5.179237e-06
0.5408296 5.184143e-06
0.5448875 5.193716e-06
0.5451895 5.191419e-06
0.5408222 5.179162e-06
0.5412649 5.220237e-06
0.5394178 5.207893e-06
0.5342088 5.229063e-06
0.5345625 5.234038e-06
0.5359976 5.207449e-06
0.5376937 5.212865e-06
0.5387679 5.235235e-06
0.5403152 5.21218e-06
0.5388592 5.219968e-06
0.533694 5.228098e-06
0.5369482 5.231425e-06
0.5409373 5.226178e-06
0.539197 5.207109e-06
0.539324 5.197356e-06
0.5398452 5.195563e-06
0.5357404 5.213605e-06
0.5373641 5.233426e-06
0.5409957 5.245659e-06
0.541416 5.240119e-06
0.5407829 5.244439e-06
0.5446359 5.243034e-06
0.5482548 5.224354e-06
0.545963 5.241473e-06
0.5452748 5.211746e-06
0.5409353 5.198976e-06
0.539891 5.196572e-06
0.5391552 5.161522e-06
0.5458714 5.146736e-06
0.5447086 5.121261e-06
0.5454169 5.100974e-06
0.5510565 5.080228e-06
0.5528828 5.06814e-06
0.5576111 5.083352e-06
0.5569843 5.075951e-06
0.5621482 5.06879e-06
0.5669305 5.098912e-06
0.5668365 5.115422e-06
0.5639268 5.092888e-06
0.5633041 5.103023e-06
0.558351 5.130266e-06
0.5596097 5.155003e-06
0.5569031 5.110701e-06
0.5595131 5.118705e-06
0.561595 5.119112e-06
0.5596559 5.146573e-06
0.5593311 5.101551e-06
0.5519292 5.089709e-06
0.5489968 5.065034e-06
0.5517781 5.084268e-06
0.5517826 5.082309e-06
0.5515169 5.090482e-06
0.5553151 5.071805e-06
0.556323 5.076774e-06
0.5516525 5.1e-06
0.5563098 5.102102e-06
0.5529972 5.117481e-06
0.5578654 5.117229e-06
0.5599136 5.108177e-06
0.555854 5.089665e-06
0.5568698 5.079288e-06
0.5604075 5.081839e-06
0.5573884 5.058008e-06
0.5553492 5.04355e-06
0.5479999 5.067422e-06
0.5462602 5.074066e-06
0.5443576 5.077887e-06
0.5471712 5.080698e-06
0.5470325 5.074517e-06
0.5464152 5.071197e-06
0.5430771 5.057703e-06
0.5451194 5.074477e-06
0.5439002 5.075243e-06
0.5430716 5.072169e-06
0.537583 5.084367e-06
0.537539 5.075285e-06
0.5351808 5.05163e-06
0.5335138 5.049394e-06
0.5295615 5.070303e-06
0.5310662 5.041491e-06
0.5236933 5.039897e-06
0.5220745 5.036412e-06
0.519538 5.03142e-06
0.5229572 5.061712e-06
0.5223026 5.061275e-06
0.5264154 5.07612e-06
0.5292313 5.056192e-06
0.5315526 5.079313e-06
0.5313638 5.058817e-06
0.5354007 5.011666e-06
0.5351313 5.013301e-06
0.5328306 5.037655e-06
0.532164 5.037084e-06
0.5346519 5.075342e-06
0.5359693 5.060063e-06
0.5313628 5.050073e-06
0.5344062 5.070069e-06
0.5351671 5.049955e-06
0.5378892 5.06901e-06
0.5444302 5.046305e-06
0.5471003 5.063447e-06
0.5452158 5.065394e-06
0.5391049 5.043109e-06
0.53923 5.028724e-06
0.539605 5.027193e-06
0.5390844 5.02859e-06
0.5330012 4.978665e-06
0.5333928 4.958252e-06
0.5310308 4.975089e-06
0.5282528 4.959189e-06
0.5267297 4.915249e-06
0.5283887 4.93648e-06
0.5283483 4.903607e-06
0.5275489 4.916805e-06
0.5278998 4.92439e-06
0.5301542 4.916913e-06
0.5299729 4.934921e-06
0.532626 4.946556e-06
0.5323737 4.936309e-06
0.535724 4.9353e-06
0.5345432 4.914472e-06
0.5361097 4.924705e-06
0.5324667 4.946354e-06
0.5364844 4.948038e-06
0.5369135 4.96056e-06
0.5351094 4.937088e-06
0.5351359 4.92998e-06
0.5400954 4.930299e-06
0.538862 4.964449e-06
0.537509 4.985044e-06
0.5368464 4.946299e-06
0.5338013 4.955458e-06
0.5343778 5.002642e-06
0.5341794 5.003049e-06
0.5338169 5.027438e-06
0.5331119 5.049994e-06
0.5388644 5.04927e-06
0.5390966 5.029882e-06
0.5380132 5.047476e-06
0.5400828 5.032085e-06
0.5388673 5.031775e-06
0.5389691 5.037287e-06
0.5375827 5.030067e-06
