probIn scale
0.4345978 5.681757e-06
0.4379506 5.670463e-06
0.4370938 5.712881e-06
0.4390429 5.707438e-06
0.4413202 5.705228e-06
0.435402 5.723059e-06
0.4363629 5.738526e-06
0.4372533 5.738738e-06
0.4406032 5.76304e-06
0.4433916 5.739949e-06
0.4445511 5.724704e-06
0.4421983 5.704435e-06
0.4410178 5.688218e-06
0.4427096 5.659553e-06
0.4455862 5.645799e-06
0.4427072 5.67542e-06
0.4421891 5.684299e-06
0.4397478 5.668227e-06
0.4338705 5.655639e-06
0.4322656 5.648396e-06
0.4316387 5.608741e-06
0.430898 5.577376e-06
0.4291313 5.581729e-06
0.4268412 5.566909e-06
0.4248809 5.573352e-06
0.42996 5.572679e-06
0.4306394 5.603792e-06
0.4235402 5.581819e-06
0.4209441 5.58578e-06
0.4235226 5.537749e-06
0.4236867 5.54549e-06
0.4231169 5.552638e-06
0.4229924 5.556048e-06
0.422162 5.559009e-06
0.4200723 5.578102e-06
0.4163336 5.588455e-06
0.4115311 5.622989e-06
0.4126109 5.637787e-06
0.4105849 5.661696e-06
0.4052917 5.666083e-06
0.406246 5.665746e-06
0.4113367 5.641746e-06
0.4124584 5.656364e-06
0.4116055 5.669313e-06
0.4087972 5.681106e-06
0.4113423 5.688092e-06
0.4132069 5.690846e-06
0.4142207 5.691755e-06
0.4132686 5.741599e-06
0.4132884 5.745846e-06
0.4070248 5.739629e-06
0.4070681 5.756768e-06
0.409412 5.729797e-06
0.4053414 5.756648e-06
0.4074295 5.728623e-06
0.4046108 5.771955e-06
0.4004134 5.758079e-06
0.401957 5.759889e-06
0.4012578 5.757948e-06
0.402608 5.767694e-06
0.4024315 5.773429e-06
0.399887 5.782615e-06
0.3997991 5.768621e-06
0.4019778 5.774922e-06
0.4009993 5.785259e-06
0.4017785 5.784351e-06
0.4022698 5.791687e-06
0.4019574 5.814129e-06
0.4041032 5.799255e-06
0.4129359 5.797472e-06
0.4096917 5.775959e-06
0.4133296 5.763966e-06
0.4113663 5.773819e-06
0.4138473 5.781925e-06
0.4125968 5.812456e-06
0.411887 5.799448e-06
0.4111621 5.774841e-06
0.4068893 5.766438e-06
0.4048458 5.761011e-06
0.4046555 5.789339e-06
0.405329 5.792676e-06
0.4001591 5.81314e-06
0.4030123 5.803889e-06
0.4044033 5.81149e-06
0.3996769 5.798737e-06
0.4012311 5.763035e-06
0.3981445 5.75861e-06
0.3976726 5.720163e-06
0.3962243 5.73255e-06
0.3944473 5.723193e-06
0.3895573 5.727062e-06
0.3939949 5.72233e-06
0.3921605 5.716138e-06
0.3905654 5.719372e-06
0.3864227 5.746358e-06
0.3907922 5.799758e-06
0.3864801 5.792525e-06
0.3939459 5.792731e-06
0.3970603 5.824485e-06
0.3956496 5.839132e-06
0.3953499 5.845131e-06
0.3993628 5.802514e-06
0.3988217 5.796503e-06
0.3923512 5.795118e-06
0.3883191 5.80081e-06
0.3890955 5.824729e-06
0.3884843 5.835638e-06
0.3845705 5.828696e-06
0.3859387 5.811579e-06
0.3883469 5.795221e-06
0.390172 5.819105e-06
0.3894543 5.852671e-06
0.3928229 5.827235e-06
0.396239 5.789305e-06
0.3929555 5.817702e-06
0.3939024 5.810805e-06
0.3944914 5.813313e-06
0.3919021 5.813766e-06
0.3938215 5.827924e-06
0.3927501 5.826872e-06
0.3887908 5.820332e-06
0.3890311 5.78755e-06
0.3884715 5.7811e-06
0.3909251 5.800626e-06
0.3895421 5.800846e-06
0.3928751 5.768576e-06
0.3877808 5.767317e-06
0.3833246 5.814003e-06
0.3919383 5.826408e-06
0.3911445 5.811045e-06
0.3943488 5.800654e-06
0.3890217 5.791694e-06
0.3961884 5.789537e-06
0.3974767 5.797748e-06
0.3990908 5.774383e-06
0.3993852 5.800194e-06
0.4002128 5.804211e-06
0.4041778 5.808988e-06
0.4018322 5.756722e-06
0.4070632 5.768648e-06
0.4091731 5.797805e-06
0.4052448 5.79561e-06
0.4025512 5.755462e-06
0.403427 5.769504e-06
0.4008968 5.779159e-06
0.4012383 5.802765e-06
0.3976447 5.775604e-06
0.3966925 5.789411e-06
0.3978847 5.805086e-06
0.3967689 5.814485e-06
0.3938783 5.795407e-06
0.392041 5.780701e-06
0.391614 5.740416e-06
0.3957162 5.755684e-06
0.3894539 5.754667e-06
0.3943154 5.777596e-06
0.3914911 5.754397e-06
0.3924234 5.773312e-06
0.3909557 5.748356e-06
0.3941228 5.755837e-06
0.4009352 5.758288e-06
0.3998639 5.782854e-06
0.40306 5.742061e-06
0.4023443 5.721284e-06
0.4049638 5.715071e-06
0.4014402 5.66833e-06
0.3990159 5.680878e-06
0.4012743 5.685522e-06
0.4037093 5.71137e-06
0.3991788 5.697669e-06
0.3982913 5.72477e-06
0.3960625 5.754097e-06
0.3987765 5.754717e-06
0.3989058 5.735292e-06
0.4011444 5.708591e-06
0.3955641 5.694778e-06
0.3972482 5.67054e-06
0.3947193 5.640087e-06
0.397345 5.6402e-06
0.3991834 5.642178e-06
0.4040417 5.65932e-06
0.4030719 5.611536e-06
0.3990328 5.631055e-06
0.399239 5.630615e-06
0.3994117 5.625776e-06
0.3952398 5.621299e-06
0.3986287 5.621351e-06
0.3962087 5.64076e-06
0.398577 5.640164e-06
0.3934176 5.609865e-06
0.393883 5.610567e-06
0.3943888 5.60493e-06
0.3944078 5.608075e-06
0.395758 5.580525e-06
0.3995164 5.569464e-06
0.3988032 5.564531e-06
0.3980946 5.582233e-06
0.3987949 5.640123e-06
0.3968007 5.611649e-06
0.3946983 5.649003e-06
0.395659 5.643415e-06
0.3967117 5.654058e-06
0.3972165 5.656598e-06
0.3951716 5.654812e-06
0.3954274 5.623204e-06
0.3919355 5.60136e-06
0.3961819 5.585503e-06
0.3947497 5.596488e-06
0.4006327 5.566032e-06
0.4026521 5.587115e-06
0.4056373 5.587148e-06
0.400836 5.587789e-06
0.3998312 5.569293e-06
0.3981763 5.554131e-06
0.3993265 5.532811e-06
0.4053199 5.530171e-06
0.4070642 5.53322e-06
0.4071525 5.539699e-06
0.4082917 5.556628e-06
0.4065897 5.562576e-06
0.4078836 5.562906e-06
0.4077984 5.557398e-06
0.4090309 5.58217e-06
0.4118213 5.602361e-06
0.4114644 5.613883e-06
0.4123617 5.645182e-06
0.4109981 5.646826e-06
0.4160476 5.633375e-06
0.4203381 5.644634e-06
0.4218055 5.672828e-06
0.4206203 5.674394e-06
0.4205027 5.693207e-06
0.4216713 5.682694e-06
0.4206488 5.699535e-06
0.4210144 5.707103e-06
0.4210589 5.697314e-06
0.4222701 5.688843e-06
0.4238911 5.6816e-06
0.4270567 5.695823e-06
0.4266019 5.704732e-06
0.4282105 5.711005e-06
0.4264241 5.752534e-06
0.4238184 5.775437e-06
0.4250584 5.773733e-06
0.4281886 5.774914e-06
0.4259303 5.776344e-06
0.4238302 5.753627e-06
0.4202191 5.734672e-06
0.4204961 5.72271e-06
0.4196496 5.721251e-06
0.424416 5.711577e-06
0.4267263 5.682443e-06
0.4273233 5.688826e-06
0.4289461 5.682064e-06
0.4304596 5.707663e-06
0.4324891 5.714277e-06
0.4327447 5.689735e-06
0.4308409 5.70795e-06
0.4296584 5.68616e-06
0.4303081 5.685199e-06
0.4347771 5.658445e-06
0.427341 5.623599e-06
0.425228 5.62842e-06
0.425701 5.645851e-06
0.4260588 5.639417e-06
0.4235289 5.676487e-06
0.4238129 5.701633e-06
0.4257484 5.696322e-06
0.421966 5.688113e-06
0.4229289 5.681412e-06
0.4271676 5.674968e-06
0.4221571 5.698545e-06
0.4203863 5.721326e-06
0.4181898 5.721095e-06
0.4156322 5.710771e-06
0.4145712 5.738431e-06
0.4158821 5.741597e-06
0.4172477 5.749667e-06
0.4168034 5.790865e-06
0.4137005 5.809688e-06
0.4165405 5.794959e-06
0.4153469 5.78529e-06
0.4120904 5.798954e-06
0.4097516 5.784582e-06
0.4089389 5.783151e-06
0.4141179 5.775557e-06
0.4145968 5.78557e-06
0.4131829 5.78502e-06
0.4102807 5.7517e-06
0.4127855 5.745565e-06
0.4152493 5.732243e-06
0.4094378 5.698677e-06
0.4100955 5.714434e-06
0.4074948 5.718593e-06
0.404399 5.735912e-06
0.4038013 5.746593e-06
0.4035149 5.72648e-06
0.400854 5.713124e-06
0.4005003 5.729037e-06
0.39655 5.729843e-06
0.3967143 5.725602e-06
0.391804 5.753196e-06
0.3976364 5.723847e-06
0.4003548 5.722443e-06
0.3989453 5.758224e-06
0.3968873 5.712346e-06
0.3969589 5.71141e-06
0.3926116 5.719366e-06
0.3946651 5.721653e-06
0.4002191 5.684141e-06
0.3999806 5.673992e-06
0.3977776 5.700585e-06
0.3943834 5.661334e-06
0.3891234 5.671689e-06
0.3909318 5.671791e-06
0.3925837 5.64563e-06
0.3909684 5.666761e-06
0.3905952 5.663246e-06
0.3941639 5.679247e-06
0.3937046 5.638813e-06
0.3947463 5.645471e-06
0.3995296 5.652501e-06
0.3990918 5.647625e-06
0.3990867 5.627001e-06
0.397028 5.630725e-06
0.3984665 5.633844e-06
0.3946828 5.656731e-06
0.3934819 5.654561e-06
0.3916439 5.633809e-06
0.3897761 5.612127e-06
0.3839693 5.616617e-06
0.3849089 5.620875e-06
0.3868014 5.620856e-06
0.3843965 5.611497e-06
0.3853713 5.576608e-06
0.3856569 5.568367e-06
0.3839742 5.553566e-06
0.3872547 5.570223e-06
0.3898869 5.531444e-06
0.39057 5.548814e-06
0.396085 5.565999e-06
0.4001704 5.606169e-06
0.4005277 5.604116e-06
0.4013281 5.659721e-06
0.4071917 5.651652e-06
0.4063808 5.647171e-06
0.4119417 5.689968e-06
0.4118321 5.679348e-06
0.4125804 5.675076e-06
0.4147569 5.675941e-06
0.4148494 5.663432e-06
0.4151161 5.670543e-06
0.4180923 5.709223e-06
0.4211773 5.708547e-06
0.4216819 5.718988e-06
0.4225195 5.694451e-06
0.418533 5.699822e-06
0.4191123 5.734086e-06
0.4201636 5.787761e-06
0.4232848 5.79783e-06
0.4249777 5.817558e-06
0.4225072 5.830403e-06
0.4173377 5.794877e-06
0.4188041 5.782588e-06
0.4186049 5.777946e-06
0.4204076 5.770264e-06
0.4192182 5.799276e-06
0.4195848 5.796162e-06
0.416453 5.758602e-06
0.4139671 5.77589e-06
0.417045 5.789958e-06
0.4145764 5.760241e-06
0.4166198 5.785089e-06
0.4100391 5.784245e-06
0.4058751 5.806089e-06
0.4038479 5.788489e-06
0.4031132 5.782143e-06
0.4063954 5.786584e-06
0.4032618 5.75099e-06
0.4019439 5.732953e-06
0.3995616 5.69302e-06
0.4017895 5.726762e-06
0.400341 5.709287e-06
0.4013875 5.721881e-06
0.3999396 5.733952e-06
0.3983773 5.734484e-06
0.3964573 5.726028e-06
0.3902005 5.698555e-06
0.3873143 5.715706e-06
0.3836024 5.721113e-06
0.3808364 5.744423e-06
0.3774688 5.723139e-06
0.3732102 5.756604e-06
0.3712212 5.738205e-06
0.3708162 5.738526e-06
0.3700484 5.756017e-06
0.3713753 5.763047e-06
0.37209 5.751073e-06
0.3741931 5.742643e-06
0.3721461 5.748657e-06
0.3792851 5.725915e-06
0.3809838 5.730741e-06
0.3863296 5.714576e-06
0.3843241 5.703647e-06
0.3843272 5.687652e-06
0.3879187 5.695401e-06
0.3907274 5.699985e-06
0.3872585 5.675487e-06
0.3860153 5.686328e-06
0.3892026 5.687887e-06
0.3902486 5.639714e-06
0.3807408 5.639672e-06
0.3805109 5.656203e-06
0.3788663 5.665198e-06
0.3781698 5.677017e-06
0.3764986 5.695538e-06
0.3767233 5.700484e-06
0.380832 5.709471e-06
0.3859912 5.690863e-06
0.3831838 5.658286e-06
0.3821492 5.678517e-06
0.3823244 5.649378e-06
0.3826348 5.630346e-06
0.3869454 5.618182e-06
0.3847761 5.602467e-06
0.38814 5.610369e-06
0.3908387 5.598759e-06
0.3902235 5.562409e-06
0.3902894 5.56078e-06
0.3876917 5.556792e-06
0.3899378 5.551748e-06
0.3882964 5.560997e-06
0.3917353 5.544008e-06
0.3934563 5.510271e-06
0.3967648 5.518105e-06
0.3950882 5.533084e-06
0.3931636 5.566321e-06
0.3921816 5.587186e-06
0.3898182 5.613526e-06
0.3873027 5.614057e-06
0.3878194 5.633236e-06
0.3898033 5.621059e-06
0.3896509 5.637442e-06
0.386009 5.647907e-06
0.389059 5.641554e-06
0.3848688 5.650167e-06
0.386851 5.616147e-06
0.3867877 5.614959e-06
0.3862769 5.606143e-06
0.3831046 5.606556e-06
0.3848842 5.596453e-06
0.3833333 5.55664e-06
0.3837964 5.556578e-06
0.3867051 5.533765e-06
0.3862823 5.522432e-06
0.3861391 5.547486e-06
0.3796734 5.551589e-06
0.3790566 5.579192e-06
0.3818826 5.598267e-06
0.382261 5.595223e-06
0.3791028 5.611673e-06
0.3795426 5.581928e-06
0.3802315 5.590444e-06
0.3772573 5.604358e-06
0.3757644 5.638902e-06
0.3743633 5.63921e-06
0.3714703 5.592429e-06
0.3760246 5.621056e-06
0.3792876 5.625199e-06
0.3794542 5.60145e-06
0.3778402 5.58957e-06
0.3808631 5.645065e-06
0.380692 5.646435e-06
0.3834227 5.661942e-06
0.3789883 5.637965e-06
0.3744612 5.638451e-06
0.3773908 5.650613e-06
0.3754202 5.635612e-06
0.3733791 5.640659e-06
0.3779438 5.617996e-06
0.3761893 5.619558e-06
0.374311 5.629679e-06
0.3712175 5.633575e-06
0.3688781 5.630561e-06
0.3678807 5.6138e-06
0.3675641 5.63077e-06
0.370841 5.630992e-06
0.372309 5.636421e-06
0.3715354 5.647568e-06
0.3719741 5.656094e-06
0.3722313 5.65785e-06
0.3752703 5.637356e-06
0.3742397 5.615124e-06
0.3770929 5.599403e-06
0.3745666 5.59467e-06
0.3802039 5.591539e-06
0.3776842 5.590629e-06
0.3781982 5.584149e-06
0.3752214 5.577533e-06
0.3781651 5.575445e-06
0.3740866 5.577254e-06
0.378163 5.600543e-06
0.3769864 5.600716e-06
0.3801398 5.571114e-06
0.3826348 5.572899e-06
0.3838304 5.562608e-06
0.3803852 5.561692e-06
